XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011438663	GO:0044431~Golgi apparatus part
XM_011438496	GO:0015629~actin cytoskeleton
XM_011438495	GO:0015629~actin cytoskeleton
XM_011438662	GO:0005794~Golgi apparatus
XM_011438662	GO:0005802~trans-Golgi network
XM_011439437	GO:0005654~nucleoplasm
XM_011439915	GO:1902495~transmembrane transporter complex
XM_011439915	GO:0005887~integral component of plasma membrane
XM_011440114	GO:0098791~Golgi subcompartment
XM_011440114	GO:0005794~Golgi apparatus
XM_011440486	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011440848	GO:0016591~DNA-directed RNA polymerase II, holoenzyme
XM_011440848	GO:0000428~DNA-directed RNA polymerase complex
XM_011442460	GO:0015629~actin cytoskeleton
XM_011442463	GO:0015629~actin cytoskeleton
XM_011439505	GO:1990391~DNA repair complex
XM_011440114	GO:0030118~clathrin coat
XM_011440115	GO:0044431~Golgi apparatus part
XM_011440115	GO:0005802~trans-Golgi network
XM_011440116	GO:0030117~membrane coat
XM_011440263	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
NM_001308851	GO:0005576~extracellular region
KJ531897	GO:0005576~extracellular region
XM_011440486	GO:0005789~endoplasmic reticulum membrane
XM_011440693	GO:0048475~coated membrane
XM_011440848	GO:0005665~DNA-directed RNA polymerase II, core complex
XM_011441411	GO:0005681~spliceosomal complex
XM_011443051	GO:0005794~Golgi apparatus
XM_011443430	GO:0044451~nucleoplasm part
XM_011443514	GO:0030054~cell junction
XM_011443510	GO:0030054~cell junction
XM_011443516	GO:0030054~cell junction
XM_011443512	GO:0030054~cell junction
XM_011443506	GO:0030054~cell junction
XM_011443513	GO:0005911~cell-cell junction
XM_011443508	GO:0005911~cell-cell junction
XM_011443537	GO:0044427~chromosomal part
XM_011443536	GO:0044815~DNA packaging complex
XM_011442943	GO:0005667~transcription factor complex
XM_011443016	GO:0000502~proteasome complex
XM_011443066	GO:0005840~ribosome
XM_011443430	GO:0005654~nucleoplasm
XM_011443430	GO:0030880~RNA polymerase complex
XM_011443513	GO:0005921~gap junction
XM_011443537	GO:0000785~chromatin
NM_001305296	GO:0031967~organelle envelope
AB262088	GO:0019867~outer membrane
XM_011444609	GO:0031968~organelle outer membrane
XM_011445520	GO:0043564~Ku70:Ku80 complex
XM_011445887	GO:0019866~organelle inner membrane
AJ563463	GO:1990904~ribonucleoprotein complex
XM_011443582	GO:0000323~lytic vacuole
XM_011443777	GO:0005794~Golgi apparatus
XM_011444359	GO:0016604~nuclear body
XM_011444430	GO:0030529~intracellular ribonucleoprotein complex
NM_001305296	GO:0005741~mitochondrial outer membrane
NM_001305296	GO:0031966~mitochondrial membrane
AB262088	GO:0031966~mitochondrial membrane
XM_011445281	GO:0005773~vacuole
XM_011445281	GO:0005794~Golgi apparatus
XM_011445341	GO:0098590~plasma membrane region
XM_011445533	GO:0005887~integral component of plasma membrane
XM_011447676	GO:0005794~Golgi apparatus
XM_011447946	GO:0005667~transcription factor complex
XM_011447675	GO:0000139~Golgi membrane
XM_011447762	GO:0005739~mitochondrion
XM_011448135	GO:0005576~extracellular region
XM_011449325	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011449326	GO:0030880~RNA polymerase complex
XM_011449426	GO:0030659~cytoplasmic vesicle membrane
XM_011449425	GO:0030136~clathrin-coated vesicle
XM_011449425	GO:0012506~vesicle membrane
XM_011449425	GO:0030130~clathrin coat of trans-Golgi network vesicle
XM_011449582	GO:0005694~chromosome
XM_011450240	GO:0099513~polymeric cytoskeletal fiber
AY713400	GO:0099512~supramolecular fiber
XM_011450540	GO:0019028~viral capsid
XM_011450548	GO:0005874~microtubule
EU583799	GO:0015629~actin cytoskeleton
XM_011450662	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011450662	GO:0005783~endoplasmic reticulum
XM_011450792	GO:0019013~viral nucleocapsid
XM_011449054	GO:0098798~mitochondrial protein complex
XM_011449054	GO:0031966~mitochondrial membrane
XM_011449251	GO:0030529~intracellular ribonucleoprotein complex
XM_011449251	GO:0005840~ribosome
XM_011449325	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011449326	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011449326	GO:0000428~DNA-directed RNA polymerase complex
XM_011449340	GO:1990904~ribonucleoprotein complex
XM_011449425	GO:0044433~cytoplasmic vesicle part
XM_011449425	GO:0030117~membrane coat
XM_011449425	GO:0030120~vesicle coat
XM_011449482	GO:0044432~endoplasmic reticulum part
XM_011449481	GO:0005789~endoplasmic reticulum membrane
XM_011450667	GO:0045259~proton-transporting ATP synthase complex
XM_011450667	GO:0033178~proton-transporting two-sector ATPase complex, catalytic domain
XM_011451251	GO:0030915~Smc5-Smc6 complex
XM_011451755	GO:0099512~supramolecular fiber
XM_011452031	GO:0030054~cell junction
XM_011452035	GO:0098794~postsynapse
XM_011452207	GO:0044432~endoplasmic reticulum part
XM_011452266	GO:0000502~proteasome complex
AB262085	GO:0005783~endoplasmic reticulum
XM_011452363	GO:0098590~plasma membrane region
XM_011453222	GO:0005654~nucleoplasm
XM_011453603	GO:0030529~intracellular ribonucleoprotein complex
XM_011453611	GO:0030529~intracellular ribonucleoprotein complex
XM_011454123	GO:0031975~envelope
NM_001305290	GO:0031966~mitochondrial membrane
XM_011454321	GO:1990904~ribonucleoprotein complex
XM_011454629	GO:0019028~viral capsid
XM_011454804	GO:0005838~proteasome regulatory particle
XM_011451035	GO:0005739~mitochondrion
XM_011452029	GO:0045211~postsynaptic membrane
XM_011452031	GO:0098794~postsynapse
XM_011452036	GO:0044456~synapse part
XM_011452145	GO:1902911~protein kinase complex
XM_011452363	GO:0045211~postsynaptic membrane
XM_011452365	GO:0045211~postsynaptic membrane
XM_011452440	GO:1990904~ribonucleoprotein complex
XM_011452616	GO:0044451~nucleoplasm part
NM_001305317	GO:0005615~extracellular space
XM_011452747	GO:0044421~extracellular region part
XM_011452857	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011453082	GO:0000139~Golgi membrane
XM_011453223	GO:0031248~protein acetyltransferase complex
XM_011453223	GO:0000123~histone acetyltransferase complex
XM_011453389	GO:0044427~chromosomal part
XM_011453603	GO:1990904~ribonucleoprotein complex
XM_011455439	GO:1990904~ribonucleoprotein complex
XM_011455768	GO:0099513~polymeric cytoskeletal fiber
XM_011455767	GO:0099513~polymeric cytoskeletal fiber
XM_011455981	GO:0030529~intracellular ribonucleoprotein complex
XM_011457064	GO:0005840~ribosome
XM_011457064	GO:0015935~small ribosomal subunit
NM_001305376	GO:0005840~ribosome
AB199894	GO:0005840~ribosome
EU152936	GO:1990904~ribonucleoprotein complex
AY852246	GO:0044391~ribosomal subunit
XM_011457830	GO:0044391~ribosomal subunit
XM_011457955	GO:0005840~ribosome
XM_011458156	GO:0005739~mitochondrion
XM_011458358	GO:0005576~extracellular region
XM_011458560	GO:0044429~mitochondrial part
XM_011458601	GO:0031226~intrinsic component of plasma membrane
NM_001308878	GO:0005667~transcription factor complex
XM_011455430	GO:0005839~proteasome core complex
XM_011456037	GO:0005840~ribosome
XM_011456099	GO:0032993~protein-DNA complex
XM_011456382	GO:0099512~supramolecular fiber
XM_011456571	GO:0005852~eukaryotic translation initiation factor 3 complex
AY852246	GO:0015935~small ribosomal subunit
XM_011457903	GO:0016459~myosin complex
XM_011457955	GO:0030529~intracellular ribonucleoprotein complex
XM_011458193	GO:0005840~ribosome
XM_011414118	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011414116	GO:1902911~protein kinase complex
XM_011414346	GO:0005740~mitochondrial envelope
XM_011414346	GO:0005739~mitochondrion
XM_011414346	GO:0044455~mitochondrial membrane part
XM_011414347	GO:0005654~nucleoplasm
XM_011414347	GO:0044451~nucleoplasm part
XM_011414347	GO:0016592~mediator complex
XM_011414364	GO:0030529~intracellular ribonucleoprotein complex
XM_011414364	GO:1990904~ribonucleoprotein complex
XM_011415107	GO:0005783~endoplasmic reticulum
XM_011415103	GO:0005789~endoplasmic reticulum membrane
XM_011415104	GO:0005789~endoplasmic reticulum membrane
XM_011415110	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011415316	GO:1990351~transporter complex
XM_011415315	GO:1902495~transmembrane transporter complex
XM_011415317	GO:1990351~transporter complex
XM_011415317	GO:0008076~voltage-gated potassium channel complex
XM_011415310	GO:0008076~voltage-gated potassium channel complex
XM_011415319	GO:0005887~integral component of plasma membrane
XM_011415395	GO:0033178~proton-transporting two-sector ATPase complex, catalytic domain
XM_011415394	GO:0005773~vacuole
XM_011418337	GO:0000785~chromatin
XM_011418337	GO:0032993~protein-DNA complex
XM_011415467	GO:0044423~virion part
XM_011415467	GO:0019012~virion
XM_011417264	GO:0016514~SWI/SNF complex
XM_011415868	GO:0005694~chromosome
XM_011416268	GO:0031966~mitochondrial membrane
XM_011415907	GO:0044427~chromosomal part
XM_011415907	GO:0005876~spindle microtubule
XM_011415906	GO:0005876~spindle microtubule
XM_011415907	GO:0000779~condensed chromosome, centromeric region
XM_011415906	GO:0098687~chromosomal region
XM_011415907	GO:0005694~chromosome
XM_011415906	GO:0015630~microtubule cytoskeleton
XM_011415907	GO:0000775~chromosome, centromeric region
XM_011416540	GO:0005739~mitochondrion
XM_011416560	GO:0030529~intracellular ribonucleoprotein complex
XM_011416877	GO:1990904~ribonucleoprotein complex
XM_011416888	GO:0034705~potassium channel complex
XM_011417875	GO:0008023~transcription elongation factor complex
XM_011416888	GO:0034702~ion channel complex
XM_011417728	GO:0090544~BAF-type complex
XM_011417217	GO:0005840~ribosome
XM_011417764	GO:0005576~extracellular region
XM_011417884	GO:0030529~intracellular ribonucleoprotein complex
XM_011418358	GO:0044815~DNA packaging complex
XM_011418340	GO:0000785~chromatin
XM_011418342	GO:0005694~chromosome
XM_011418345	GO:0044427~chromosomal part
XM_011418352	GO:0005694~chromosome
XM_011418703	GO:0044451~nucleoplasm part
XM_011419375	GO:0044432~endoplasmic reticulum part
XM_011419776	GO:0005783~endoplasmic reticulum
XM_011420347	GO:0031226~intrinsic component of plasma membrane
XM_011421870	GO:0030529~intracellular ribonucleoprotein complex
XM_011422227	GO:0030662~coated vesicle membrane
XM_011418517	GO:0031968~organelle outer membrane
XM_011418777	GO:0099513~polymeric cytoskeletal fiber
XM_011419504	GO:0030054~cell junction
XM_011419776	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011420945	GO:0031012~extracellular matrix
XM_011421160	GO:0005667~transcription factor complex
XM_011421257	GO:0030054~cell junction
XM_011421266	GO:0030054~cell junction
XM_011421264	GO:0005911~cell-cell junction
XM_011421308	GO:0005576~extracellular region
XM_011421384	GO:0044451~nucleoplasm part
XM_011421869	GO:0005681~spliceosomal complex
XM_011422049	GO:0005743~mitochondrial inner membrane
XM_011422049	GO:0031975~envelope
XM_011422050	GO:0005840~ribosome
XM_011422050	GO:1990904~ribonucleoprotein complex
AB199896	GO:0005840~ribosome
XM_011422220	GO:0034705~potassium channel complex
XM_011422219	GO:0005887~integral component of plasma membrane
XM_011422227	GO:0030135~coated vesicle
XM_011423161	GO:0015629~actin cytoskeleton
XM_011423268	GO:0005730~nucleolus
XM_011424139	GO:0030529~intracellular ribonucleoprotein complex
XM_011424595	GO:0005740~mitochondrial envelope
XM_011424595	GO:0044429~mitochondrial part
XM_011424753	GO:0044423~virion part
XM_011424863	GO:0005739~mitochondrion
XM_011425146	GO:0045121~membrane raft
XM_011425147	GO:0044853~plasma membrane raft
XM_011425150	GO:0098589~membrane region
XM_011425152	GO:0098857~membrane microdomain
XM_011425202	GO:0015629~actin cytoskeleton
XM_011425226	GO:0005576~extracellular region
XM_011425247	GO:0044455~mitochondrial membrane part
XM_011425244	GO:0005741~mitochondrial outer membrane
XM_011425245	GO:0098573~intrinsic component of mitochondrial membrane
XM_011422503	GO:0044427~chromosomal part
XM_011422560	GO:0030529~intracellular ribonucleoprotein complex
AJ563478	GO:0005840~ribosome
XM_011422560	GO:0005840~ribosome
XM_011422578	GO:0030915~Smc5-Smc6 complex
XM_011422620	GO:1902495~transmembrane transporter complex
XM_011422636	GO:0005667~transcription factor complex
XM_011422637	GO:0005667~transcription factor complex
AJ563455	GO:0015935~small ribosomal subunit
XM_011423579	GO:0005875~microtubule associated complex
XM_011423657	GO:1902493~acetyltransferase complex
XM_011424595	GO:0005753~mitochondrial proton-transporting ATP synthase complex
XM_011424775	GO:0042579~microbody
XM_011425146	GO:0005794~Golgi apparatus
XM_011425148	GO:0044431~Golgi apparatus part
XM_011425149	GO:0000139~Golgi membrane
XM_011425153	GO:0005901~caveola
XM_011425246	GO:0031301~integral component of organelle membrane
XM_011425247	GO:0031300~intrinsic component of organelle membrane
XM_011425244	GO:0031967~organelle envelope
XM_011425244	GO:0031301~integral component of organelle membrane
XM_011425426	GO:0015629~actin cytoskeleton
XM_011425533	GO:0016272~prefoldin complex
XM_011425618	GO:0034702~ion channel complex
XM_011425488	GO:1990904~ribonucleoprotein complex
XM_011425625	GO:0034705~potassium channel complex
XM_011425618	GO:0005887~integral component of plasma membrane
XM_011425604	GO:1902495~transmembrane transporter complex
XM_011425618	GO:1990351~transporter complex
XM_011425612	GO:1902495~transmembrane transporter complex
XM_011425648	GO:0034702~ion channel complex
XM_011425648	GO:0031226~intrinsic component of plasma membrane
XM_011426514	GO:1990904~ribonucleoprotein complex
EU108719	GO:0005840~ribosome
EU108719	GO:1990904~ribonucleoprotein complex
XM_011426529	GO:0032993~protein-DNA complex
XM_011426730	GO:0005739~mitochondrion
XM_011426787	GO:0030529~intracellular ribonucleoprotein complex
XM_011426940	GO:0044429~mitochondrial part
XM_011426940	GO:0005740~mitochondrial envelope
XM_011427731	GO:0005911~cell-cell junction
XM_011428467	GO:0031252~cell leading edge
XM_011428460	GO:0031252~cell leading edge
XM_011428457	GO:0031252~cell leading edge
XM_011428464	GO:0031252~cell leading edge
XM_011428461	GO:0031252~cell leading edge
XM_011425648	GO:1990351~transporter complex
XM_011426529	GO:0044815~DNA packaging complex
NM_001305288	GO:0005576~extracellular region
JQ613282	GO:0005576~extracellular region
JQ619625	GO:0005576~extracellular region
XM_011426788	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011426880	GO:0030529~intracellular ribonucleoprotein complex
XM_011426880	GO:1990904~ribonucleoprotein complex
XM_011427406	GO:0005654~nucleoplasm
AB199897	GO:0030529~intracellular ribonucleoprotein complex
XM_011427731	GO:0030054~cell junction
XM_011427918	GO:0015630~microtubule cytoskeleton
XM_011427916	GO:0015630~microtubule cytoskeleton
XM_011427934	GO:0005694~chromosome
XM_011428959	GO:0016592~mediator complex
XM_011429591	GO:0030135~coated vesicle
XM_011429591	GO:0048475~coated membrane
XM_011429591	GO:0030658~transport vesicle membrane
XM_011429592	GO:0030660~Golgi-associated vesicle membrane
XM_011430200	GO:0005788~endoplasmic reticulum lumen
XM_011430237	GO:0000502~proteasome complex
XM_011430288	GO:0034703~cation channel complex
XM_011430694	GO:0005743~mitochondrial inner membrane
XM_011430694	GO:0044455~mitochondrial membrane part
XM_011430746	GO:0000502~proteasome complex
XM_011430791	GO:0031966~mitochondrial membrane
XM_011430791	GO:0070469~respiratory chain
XM_011431026	GO:0016591~DNA-directed RNA polymerase II, holoenzyme
XM_011431114	GO:0012507~ER to Golgi transport vesicle membrane
XM_011431114	GO:0030658~transport vesicle membrane
XM_011431117	GO:0030134~ER to Golgi transport vesicle
XM_011431115	GO:0030659~cytoplasmic vesicle membrane
XM_011431115	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011431295	GO:0034704~calcium channel complex
XM_011431291	GO:0034704~calcium channel complex
XM_011431291	GO:1990351~transporter complex
XM_011431296	GO:1902495~transmembrane transporter complex
XM_011431296	GO:1990351~transporter complex
XM_011431288	GO:1902495~transmembrane transporter complex
XM_011431288	GO:0034703~cation channel complex
XM_011431288	GO:1990351~transporter complex
XM_011431783	GO:0031226~intrinsic component of plasma membrane
XM_011429592	GO:0030662~coated vesicle membrane
XM_011430126	GO:0005930~axoneme
XM_011430351	GO:0044438~microbody part
XM_011431114	GO:0012506~vesicle membrane
XM_011430694	GO:0019898~extrinsic component of membrane
XM_011430791	GO:1990204~oxidoreductase complex
XM_011430960	GO:0099513~polymeric cytoskeletal fiber
XM_011431026	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011431057	GO:0044429~mitochondrial part
XM_011431117	GO:0048475~coated membrane
XM_011431288	GO:0005891~voltage-gated calcium channel complex
XM_011431668	GO:0005783~endoplasmic reticulum
XM_011431717	GO:0005840~ribosome
XM_011432077	GO:0005952~cAMP-dependent protein kinase complex
XM_011432075	GO:0005952~cAMP-dependent protein kinase complex
XM_011432077	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011432074	GO:0061695~transferase complex, transferring phosphorus-containing groups
XM_011432376	GO:0030529~intracellular ribonucleoprotein complex
XM_011432509	GO:1902493~acetyltransferase complex
XM_011433811	GO:0000785~chromatin
XM_011433811	GO:0000786~nucleosome
XM_011434209	GO:0031966~mitochondrial membrane
XM_011434209	GO:1990204~oxidoreductase complex
XM_011434355	GO:0005680~anaphase-promoting complex
XM_011434355	GO:0000151~ubiquitin ligase complex
AB196534	GO:0099512~supramolecular fiber
XM_011433962	GO:0015630~microtubule cytoskeleton
XM_011434209	GO:0019866~organelle inner membrane
XM_011434355	GO:0031461~cullin-RING ubiquitin ligase complex
XM_011434433	GO:0005654~nucleoplasm
XM_011434583	GO:0000428~DNA-directed RNA polymerase complex
XM_011434583	GO:0008023~transcription elongation factor complex
XM_011434667	GO:0030529~intracellular ribonucleoprotein complex
XM_011434667	GO:1990904~ribonucleoprotein complex
XM_011435166	GO:0098798~mitochondrial protein complex
XM_011435166	GO:0005760~gamma DNA polymerase complex
XM_011435166	GO:0005739~mitochondrion
XM_011435213	GO:0044421~extracellular region part
XM_011435213	GO:0005576~extracellular region
XM_011435232	GO:0030529~intracellular ribonucleoprotein complex
XM_011435583	GO:0005887~integral component of plasma membrane
XM_011435602	GO:0044429~mitochondrial part
XM_011436470	GO:0005890~sodium:potassium-exchanging ATPase complex
XM_011436525	GO:0030991~intraciliary transport particle A
XM_011436617	GO:0008623~CHRAC
XR_901040	GO:0044432~endoplasmic reticulum part
XM_011437162	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011437627	GO:0019013~viral nucleocapsid
XM_011437718	GO:0000139~Golgi membrane
EU152921	GO:0098857~membrane microdomain
XM_011435233	GO:0019013~viral nucleocapsid
XM_011435260	GO:0005834~heterotrimeric G-protein complex
XM_011435455	GO:0005739~mitochondrion
XM_011435456	GO:0031967~organelle envelope
XM_011436009	GO:0005740~mitochondrial envelope
XM_011436009	GO:0005739~mitochondrion
KF927126	GO:0044421~extracellular region part
XM_011436179	GO:0005869~dynactin complex
XM_011436415	GO:0019012~virion
XM_011436417	GO:0044423~virion part
XM_011436416	GO:0019028~viral capsid
XM_011436413	GO:0019028~viral capsid
XM_011436417	GO:0019028~viral capsid
XR_900959	GO:0019028~viral capsid
XM_011437162	GO:0005789~endoplasmic reticulum membrane
XM_011437718	GO:0098590~plasma membrane region
XM_011437718	GO:0045121~membrane raft
EU152921	GO:0098589~membrane region
XM_011438204	GO:0005773~vacuole
XM_011438663	GO:0005773~vacuole
XM_011438663	GO:0016023~cytoplasmic, membrane-bounded vesicle
XM_011438662	GO:0005768~endosome
XM_011438662	GO:0044431~Golgi apparatus part
XM_011438261	GO:0005643~nuclear pore
XM_011438261	GO:0031975~envelope
XM_011438261	GO:0005635~nuclear envelope
XM_011438663	GO:0030136~clathrin-coated vesicle
XM_011438662	GO:0030135~coated vesicle
AJ563464	GO:0005840~ribosome
XM_011439437	GO:0055029~nuclear DNA-directed RNA polymerase complex
XM_011439869	GO:0030529~intracellular ribonucleoprotein complex
XM_011439915	GO:1990351~transporter complex
XM_011440116	GO:0098791~Golgi subcompartment
XM_011440116	GO:0030119~AP-type membrane coat adaptor complex
XM_011440948	GO:0099512~supramolecular fiber
NM_001305333	GO:0005783~endoplasmic reticulum
XM_011442462	GO:0015629~actin cytoskeleton
XM_011442462	GO:0016459~myosin complex
XM_011442777	GO:0044432~endoplasmic reticulum part
AJ563464	GO:0030529~intracellular ribonucleoprotein complex
XM_011439915	GO:0034705~potassium channel complex
XM_011440116	GO:0048475~coated membrane
XM_011440116	GO:0005802~trans-Golgi network
XM_011440246	GO:0031012~extracellular matrix
XM_011440263	GO:0005789~endoplasmic reticulum membrane
XM_011440948	GO:0099513~polymeric cytoskeletal fiber
XM_011440948	GO:0005874~microtubule
XM_011441088	GO:0097346~INO80-type complex
XM_011442245	GO:0000139~Golgi membrane
XM_011442246	GO:0000139~Golgi membrane
XM_011442246	GO:0005794~Golgi apparatus
XM_011442777	GO:0005783~endoplasmic reticulum
XM_011443430	GO:0000428~DNA-directed RNA polymerase complex
XM_011443506	GO:0005911~cell-cell junction
XM_011443537	GO:0044815~DNA packaging complex
XM_011443536	GO:0044427~chromosomal part
XM_011443538	GO:0044427~chromosomal part
XM_011442942	GO:0005667~transcription factor complex
XM_011443505	GO:0005921~gap junction
XM_011443512	GO:0005921~gap junction
XM_011443536	GO:0000785~chromatin
XM_011443584	GO:0005730~nucleolus
XM_011444359	GO:0016607~nuclear speck
NM_001305296	GO:0031968~organelle outer membrane
XM_011444791	GO:0005929~cilium
XM_011445281	GO:0045335~phagocytic vesicle
XM_011445281	GO:0030139~endocytic vesicle
XM_011446360	GO:0031984~organelle subcompartment
AJ563469	GO:0043527~tRNA methyltransferase complex
XM_011443768	GO:0005874~microtubule
NM_001305296	GO:0005739~mitochondrion
NM_001305296	GO:0044429~mitochondrial part
XM_011445270	GO:0045111~intermediate filament cytoskeleton
XM_011445341	GO:0005901~caveola
XM_011445511	GO:0042579~microbody
XM_011445536	GO:0031226~intrinsic component of plasma membrane
XM_011445539	GO:0005887~integral component of plasma membrane
XM_011445540	GO:0005887~integral component of plasma membrane
XM_011445879	GO:0034464~BBSome
XM_011445890	GO:0005840~ribosome
XM_011446413	GO:0044451~nucleoplasm part
XM_011446434	GO:0031515~tRNA (m1A) methyltransferase complex
AJ563463	GO:0030529~intracellular ribonucleoprotein complex
XM_011447682	GO:0044451~nucleoplasm part
XM_011447763	GO:0031975~envelope
EU152950	GO:0005840~ribosome
XM_011447406	GO:0005783~endoplasmic reticulum
XM_011447676	GO:0000139~Golgi membrane
XM_011447682	GO:0005654~nucleoplasm
XM_011447681	GO:0016592~mediator complex
XM_011447763	GO:0044429~mitochondrial part
XM_011447763	GO:0031967~organelle envelope
XM_011447946	GO:0016602~CCAAT-binding factor complex
NM_001305369	GO:1990904~ribonucleoprotein complex
XM_011449118	GO:0005576~extracellular region
XM_011449326	GO:0044451~nucleoplasm part
NM_001305352	GO:0005840~ribosome
XM_011449426	GO:0030125~clathrin vesicle coat
XM_011449582	GO:0044427~chromosomal part
AJ563459	GO:1990904~ribonucleoprotein complex
XM_011450117	GO:0005853~eukaryotic translation elongation factor 1 complex
XM_011450240	GO:0099512~supramolecular fiber
XM_011450548	GO:0015630~microtubule cytoskeleton
NM_001308861	GO:0015629~actin cytoskeleton
XM_011450928	GO:0031967~organelle envelope
XM_011450928	GO:0044429~mitochondrial part
XM_011448076	GO:0044441~ciliary part
XM_011449054	GO:0031967~organelle envelope
XM_011449220	GO:0044427~chromosomal part
XM_011449326	GO:0005654~nucleoplasm
XM_011449425	GO:0030660~Golgi-associated vesicle membrane
XM_011449425	GO:0030665~clathrin-coated vesicle membrane
XM_011449481	GO:0044432~endoplasmic reticulum part
XM_011449482	GO:0005789~endoplasmic reticulum membrane
XM_011449985	GO:0030008~TRAPP complex
XM_011450240	GO:0005874~microtubule
XM_011450667	GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)
XM_011450792	GO:0019012~virion
XM_011450792	GO:1990904~ribonucleoprotein complex
XM_011451037	GO:0005576~extracellular region
XM_011451087	GO:0005643~nuclear pore
XM_011451087	GO:0005635~nuclear envelope
XM_011452030	GO:0030131~clathrin adaptor complex
XM_011452034	GO:0098794~postsynapse
XM_011452036	GO:0030054~cell junction
XM_011452115	GO:0032993~protein-DNA complex
XM_011452365	GO:0030054~cell junction
XM_011452365	GO:0098590~plasma membrane region
XM_011453221	GO:1902493~acetyltransferase complex
XM_011453426	GO:0005654~nucleoplasm
XM_011453426	GO:0044451~nucleoplasm part
XM_011453612	GO:1990904~ribonucleoprotein complex
AY551099	GO:0016471~vacuolar proton-transporting V-type ATPase complex
FJ872817	GO:0031975~envelope
FJ872817	GO:0070469~respiratory chain
FJ872817	GO:0005740~mitochondrial envelope
XM_011454629	GO:0019012~virion
XM_011451086	GO:0031975~envelope
XM_011451087	GO:0031975~envelope
XM_011451756	GO:0005840~ribosome
XM_011451859	GO:0031988~membrane-bounded vesicle
XM_011452033	GO:0098590~plasma membrane region
XM_011452033	GO:0044456~synapse part
XM_011452034	GO:0044456~synapse part
XM_011452032	GO:0044456~synapse part
XM_011452144	GO:0061695~transferase complex, transferring phosphorus-containing groups
NM_001305317	GO:0044421~extracellular region part
XM_011453285	GO:0042555~MCM complex
XM_011455768	GO:0015630~microtubule cytoskeleton
XM_011455769	GO:0015630~microtubule cytoskeleton
XM_011455769	GO:0099513~polymeric cytoskeletal fiber
XM_011456100	GO:0000785~chromatin
XM_011456100	GO:0044427~chromosomal part
XM_011456099	GO:0044815~DNA packaging complex
XM_011456098	GO:0000785~chromatin
XM_011456173	GO:0005578~proteinaceous extracellular matrix
XM_011456571	GO:1990904~ribonucleoprotein complex
XM_011456795	GO:0044451~nucleoplasm part
NM_001305367	GO:0005840~ribosome
XM_011457064	GO:0030529~intracellular ribonucleoprotein complex
AB199894	GO:0015935~small ribosomal subunit
XM_011457920	GO:0045202~synapse
XM_011457920	GO:0098590~plasma membrane region
XM_011458572	GO:0019028~viral capsid
XM_011458601	GO:0005887~integral component of plasma membrane
XM_011454970	GO:0005667~transcription factor complex
XM_011455670	GO:0042579~microbody
XM_011455768	GO:0005874~microtubule
XM_011455767	GO:0005874~microtubule
XM_011455981	GO:0019013~viral nucleocapsid
XM_011456006	GO:0032993~protein-DNA complex
XM_011456099	GO:0000786~nucleosome
XM_011456100	GO:0005694~chromosome
AJ563480	GO:1990904~ribonucleoprotein complex
XM_011413926	GO:0005840~ribosome
XM_011414250	GO:0044427~chromosomal part
XM_011414318	GO:0005681~spliceosomal complex
XM_011414346	GO:0098798~mitochondrial protein complex
XM_011414346	GO:0031966~mitochondrial membrane
XM_011414358	GO:0000139~Golgi membrane
XM_011414373	GO:0000139~Golgi membrane
XM_011415016	GO:0034518~RNA cap binding complex
XM_011415109	GO:0044432~endoplasmic reticulum part
XM_011415102	GO:0005783~endoplasmic reticulum
XM_011415109	GO:0005783~endoplasmic reticulum
XM_011415104	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011415111	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011415107	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network
XM_011415311	GO:0005887~integral component of plasma membrane
XM_011415311	GO:0008076~voltage-gated potassium channel complex
XM_011415309	GO:0034705~potassium channel complex
XM_011415316	GO:0034703~cation channel complex
XM_011415315	GO:0031226~intrinsic component of plasma membrane
XM_011415315	GO:0034705~potassium channel complex
XM_011415317	GO:1902495~transmembrane transporter complex
XM_011415317	GO:0034702~ion channel complex
XM_011415310	GO:0005887~integral component of plasma membrane
XM_011415312	GO:0031226~intrinsic component of plasma membrane
XM_011415313	GO:1902495~transmembrane transporter complex
XM_011415313	GO:1990351~transporter complex
XM_011415313	GO:0005887~integral component of plasma membrane
XM_011415313	GO:0031226~intrinsic component of plasma membrane
