XM_011413955	GO:0033588~Elongator holoenzyme complex
XM_011442877	GO:0005634~nucleus
XM_011443016	GO:0000502~proteasome complex
XM_011443066	GO:0005840~ribosome
XM_011443173	GO:0005634~nucleus
EU046234	GO:0005634~nucleus
XM_011443507	GO:0016021~integral component of membrane
XM_011443602	GO:0016021~integral component of membrane
XM_011443777	GO:0005794~Golgi apparatus
XM_011443877	GO:0016021~integral component of membrane
XM_011443990	GO:0016021~integral component of membrane
XM_011444225	GO:0016021~integral component of membrane
NM_001305313	GO:0005737~cytoplasm
XM_011444362	GO:0005634~nucleus
XM_011444474	GO:0016021~integral component of membrane
XM_011444582	GO:0016021~integral component of membrane
XM_011444583	GO:0016021~integral component of membrane
NM_001305296	GO:0005741~mitochondrial outer membrane
XM_011444642	GO:0016021~integral component of membrane
XM_011444668	GO:0016021~integral component of membrane
XM_011444813	GO:0005634~nucleus
XM_011444892	GO:0016021~integral component of membrane
XM_011444926	GO:0016021~integral component of membrane
XM_011445119	GO:0005622~intracellular
XM_011445298	GO:0005622~intracellular
XM_011445520	GO:0043564~Ku70:Ku80 complex
XM_011448135	GO:0005576~extracellular region
XM_011448377	GO:0016021~integral component of membrane
XM_011448378	GO:0016021~integral component of membrane
AB289857	GO:0005634~nucleus
XM_011445214	GO:0005622~intracellular
XM_011445363	GO:0016021~integral component of membrane
XM_011445501	GO:0016021~integral component of membrane
XM_011445533	GO:0005887~integral component of plasma membrane
XM_011445992	GO:0016021~integral component of membrane
BK009239	GO:0005634~nucleus
XM_011446489	GO:0005634~nucleus
FJ669295	GO:0005737~cytoplasm
XM_011446672	GO:0016021~integral component of membrane
XM_011446692	GO:0005622~intracellular
XR_902216	GO:0016021~integral component of membrane
XM_011447394	GO:0016021~integral component of membrane
XM_011447661	GO:0016021~integral component of membrane
XM_011447675	GO:0000139~Golgi membrane
XM_011447798	GO:0016021~integral component of membrane
XM_011447792	GO:0016021~integral component of membrane
XM_011447931	GO:0005622~intracellular
XM_011447974	GO:0016021~integral component of membrane
XM_011447975	GO:0016021~integral component of membrane
XM_011448008	GO:0016021~integral component of membrane
XM_011448163	GO:0016021~integral component of membrane
XM_011448423	GO:0005634~nucleus
XM_011448499	GO:0016021~integral component of membrane
XM_011448686	GO:0005634~nucleus
XM_011448982	GO:0005737~cytoplasm
FJ347725	GO:0005737~cytoplasm
FJ347747	GO:0005737~cytoplasm
FJ347741	GO:0005737~cytoplasm
FJ347748	GO:0005737~cytoplasm
FJ347720	GO:0005737~cytoplasm
FJ347722	GO:0005737~cytoplasm
FJ347751	GO:0005737~cytoplasm
FJ347750	GO:0005737~cytoplasm
XM_011449362	GO:0005622~intracellular
XM_011449373	GO:0005622~intracellular
XM_011449714	GO:0005737~cytoplasm
XM_011448524	GO:0016021~integral component of membrane
XM_011448721	GO:0005623~cell
XM_011449002	GO:0016021~integral component of membrane
NM_001305301	GO:0005634~nucleus
XM_011449251	GO:0005840~ribosome
XM_011449425	GO:0030130~clathrin coat of trans-Golgi network vesicle
XM_011449481	GO:0005789~endoplasmic reticulum membrane
XM_011449481	GO:0016021~integral component of membrane
XM_011449499	GO:0016021~integral component of membrane
XM_011449528	GO:0016021~integral component of membrane
XM_011449573	GO:0005622~intracellular
XM_011449989	GO:0005622~intracellular
XM_011450004	GO:0016021~integral component of membrane
XM_011450548	GO:0005874~microtubule
XM_011451035	GO:0005739~mitochondrion
XM_011451568	GO:0005622~intracellular
XM_011451708	GO:0005737~cytoplasm
XM_011452017	GO:0016020~membrane
XM_011452029	GO:0045211~postsynaptic membrane
XM_011452031	GO:0030054~cell junction
XM_011452353	GO:0005622~intracellular
XM_011452363	GO:0045211~postsynaptic membrane
XM_011452365	GO:0045211~postsynaptic membrane
XM_011450350	GO:0016021~integral component of membrane
XM_011450375	GO:0016021~integral component of membrane
XM_011450426	GO:0016021~integral component of membrane
EU583799	GO:0015629~actin cytoskeleton
XM_011450792	GO:0019013~viral nucleocapsid
XM_011450883	GO:0005634~nucleus
XM_011451123	GO:0016021~integral component of membrane
XM_011451240	GO:0016021~integral component of membrane
XM_011451251	GO:0030915~Smc5-Smc6 complex
XM_011451301	GO:0016021~integral component of membrane
XM_011451421	GO:0016021~integral component of membrane
XM_011451921	GO:0005622~intracellular
XM_011451961	GO:0016021~integral component of membrane
XM_011452034	GO:0016021~integral component of membrane
XM_011452062	GO:0005634~nucleus
XM_011452096	GO:0016021~integral component of membrane
XM_011452265	GO:0016021~integral component of membrane
XM_011452266	GO:0000502~proteasome complex
AB262085	GO:0005783~endoplasmic reticulum
XM_011452329	GO:0016021~integral component of membrane
XM_011452607	GO:0016021~integral component of membrane
XM_011452609	GO:0016021~integral component of membrane
NM_001305317	GO:0005615~extracellular space
XM_011452854	GO:0016021~integral component of membrane
XM_011453012	GO:0016021~integral component of membrane
XM_011453082	GO:0000139~Golgi membrane
XM_011453120	GO:0016021~integral component of membrane
XM_011453223	GO:0000123~histone acetyltransferase complex
XM_011453263	GO:0016021~integral component of membrane
XM_011453349	GO:0016021~integral component of membrane
XM_011453351	GO:0016021~integral component of membrane
XM_011453352	GO:0016021~integral component of membrane
XM_011453344	GO:0016021~integral component of membrane
XM_011453492	GO:0016021~integral component of membrane
XM_011453611	GO:0030529~intracellular ribonucleoprotein complex
XM_011453611	GO:0005634~nucleus
XM_011453882	GO:0016021~integral component of membrane
XM_011454065	GO:0016021~integral component of membrane
XM_011454112	GO:0016021~integral component of membrane
XM_011454233	GO:0016021~integral component of membrane
NM_001308878	GO:0005667~transcription factor complex
XM_011455140	GO:0005622~intracellular
XM_011455138	GO:0005622~intracellular
XM_011455642	GO:0005622~intracellular
XM_011456037	GO:0005840~ribosome
XM_011456079	GO:0005622~intracellular
XM_011456071	GO:0005622~intracellular
XM_011456688	GO:0005622~intracellular
XM_011456685	GO:0005622~intracellular
XM_011456782	GO:0005622~intracellular
XM_011454434	GO:0016021~integral component of membrane
XM_011454804	GO:0005838~proteasome regulatory particle
XM_011454858	GO:0016021~integral component of membrane
NM_001308878	GO:0005634~nucleus
XM_011455044	GO:0016021~integral component of membrane
AM076954	GO:0005623~cell
XM_011455406	GO:0005622~intracellular
XM_011455405	GO:0005622~intracellular
XM_011455430	GO:0005839~proteasome core complex
XM_011455621	GO:0016021~integral component of membrane
XM_011455596	GO:0005737~cytoplasm
XM_011455917	GO:0016021~integral component of membrane
XM_011456017	GO:0016021~integral component of membrane
XM_011456018	GO:0005886~plasma membrane
XM_011456019	GO:0005634~nucleus
XM_011456099	GO:0005634~nucleus
XM_011456223	GO:0016021~integral component of membrane
XM_011456538	GO:0016021~integral component of membrane
XM_011456571	GO:0005852~eukaryotic translation initiation factor 3 complex
XM_011456847	GO:0016021~integral component of membrane
XM_011456960	GO:0016021~integral component of membrane
XM_011456958	GO:0016021~integral component of membrane
XM_011457051	GO:0016021~integral component of membrane
XM_011457064	GO:0015935~small ribosomal subunit
XM_011457160	GO:0005622~intracellular
XM_011457211	GO:0016021~integral component of membrane
XM_011457208	GO:0016021~integral component of membrane
XM_011457244	GO:0016021~integral component of membrane
XM_011457640	GO:0005634~nucleus
EF645271	GO:0016021~integral component of membrane
XM_011457903	GO:0016459~myosin complex
AY852246	GO:0015935~small ribosomal subunit
XM_011457955	GO:0005840~ribosome
XM_011457960	GO:0016021~integral component of membrane
XM_011458156	GO:0005739~mitochondrion
XM_011458054	GO:0016021~integral component of membrane
XM_011458126	GO:0005737~cytoplasm
XR_903613	GO:0016021~integral component of membrane
XM_011458185	GO:0016021~integral component of membrane
XM_011458831	GO:0016020~membrane
XM_011458193	GO:0005840~ribosome
XM_011458243	GO:0016021~integral component of membrane
XM_011458358	GO:0005576~extracellular region
XM_011458718	GO:0016021~integral component of membrane
XM_011458944	GO:0016021~integral component of membrane
XM_011413602	GO:0005622~intracellular
XM_011413692	GO:0005622~intracellular
XM_011413848	GO:0005622~intracellular
XM_011414029	GO:0016021~integral component of membrane
XM_011414054	GO:0016021~integral component of membrane
XM_011414063	GO:0016021~integral component of membrane
XM_011414079	GO:0016021~integral component of membrane
XM_011414110	GO:0016021~integral component of membrane
XM_011414204	GO:0016021~integral component of membrane
XM_011414250	GO:0005634~nucleus
XM_011414300	GO:0005737~cytoplasm
XM_011414347	GO:0016592~mediator complex
XM_011414445	GO:0005622~intracellular
XM_011414513	GO:0005623~cell
XM_011414579	GO:0005634~nucleus
XM_011414681	GO:0016021~integral component of membrane
XM_011414723	GO:0016021~integral component of membrane
XM_011414730	GO:0016021~integral component of membrane
XM_011414974	GO:0005622~intracellular
XM_011415036	GO:0005622~intracellular
XM_011415060	GO:0016021~integral component of membrane
XM_011415103	GO:0005789~endoplasmic reticulum membrane
XM_011415104	GO:0005789~endoplasmic reticulum membrane
XM_011415110	GO:0016021~integral component of membrane
XM_011415317	GO:0008076~voltage-gated potassium channel complex
XM_011415310	GO:0008076~voltage-gated potassium channel complex
XM_011415524	GO:0005622~intracellular
XM_011415568	GO:0016021~integral component of membrane
XM_011415730	GO:0016021~integral component of membrane
XM_011415750	GO:0016021~integral component of membrane
XM_011415907	GO:0005876~spindle microtubule
XM_011415906	GO:0005876~spindle microtubule
XM_011416576	GO:0005622~intracellular
XM_011416577	GO:0005622~intracellular
XM_011416579	GO:0005622~intracellular
XM_011417159	GO:0005622~intracellular
XM_011417160	GO:0005622~intracellular
XM_011417840	GO:0005622~intracellular
XM_011417842	GO:0005622~intracellular
XM_011418266	GO:0005622~intracellular
XM_011416152	GO:0005634~nucleus
AF288677	GO:0005622~intracellular
XM_011416231	GO:0016021~integral component of membrane
XM_011416244	GO:0005634~nucleus
XM_011416243	GO:0005634~nucleus
XM_011416268	GO:0031966~mitochondrial membrane
NM_001305332	GO:0005634~nucleus
XM_011416690	GO:0016021~integral component of membrane
XM_011416768	GO:0005622~intracellular
XM_011416830	GO:0016021~integral component of membrane
XM_011417264	GO:0016514~SWI/SNF complex
XM_011417158	GO:0016021~integral component of membrane
XM_011417217	GO:0005840~ribosome
XM_011417343	GO:0016021~integral component of membrane
XM_011417498	GO:0016021~integral component of membrane
XM_011417664	GO:0016021~integral component of membrane
XM_011417764	GO:0005576~extracellular region
XM_011417842	GO:0016020~membrane
XM_011417952	GO:0016021~integral component of membrane
XM_011418090	GO:0016021~integral component of membrane
XM_011418116	GO:0005622~intracellular
XM_011418120	GO:0005622~intracellular
XM_011418339	GO:0005634~nucleus
XM_011418340	GO:0005634~nucleus
XM_011418359	GO:0005634~nucleus
XM_011418771	GO:0005622~intracellular
XM_011418773	GO:0016021~integral component of membrane
XM_011418844	GO:0016021~integral component of membrane
XM_011418839	GO:0016021~integral component of membrane
XM_011419069	GO:0016021~integral component of membrane
EU678319	GO:0005622~intracellular
XM_011419357	GO:0016021~integral component of membrane
XM_011419378	GO:0016021~integral component of membrane
XM_011419374	GO:0016021~integral component of membrane
XM_011419687	GO:0016021~integral component of membrane
XM_011419835	GO:0016021~integral component of membrane
XM_011419894	GO:0016021~integral component of membrane
XM_011420043	GO:0005622~intracellular
XM_011420129	GO:0016021~integral component of membrane
XM_011420498	GO:0016021~integral component of membrane
XM_011420756	GO:0005737~cytoplasm
XM_011420923	GO:0016021~integral component of membrane
XM_011420964	GO:0016021~integral component of membrane
XM_011421160	GO:0005667~transcription factor complex
AB066348	GO:0016021~integral component of membrane
XM_011421258	GO:0016021~integral component of membrane
XM_011421259	GO:0005886~plasma membrane
XM_011421308	GO:0005576~extracellular region
XM_011422050	GO:0005840~ribosome
XM_011421325	GO:0016021~integral component of membrane
XM_011421462	GO:0016021~integral component of membrane
XM_011421547	GO:0016021~integral component of membrane
XM_011421638	GO:0005634~nucleus
XM_011421691	GO:0016021~integral component of membrane
XM_011421869	GO:0005681~spliceosomal complex
XM_011422049	GO:0016021~integral component of membrane
XM_011422049	GO:0005743~mitochondrial inner membrane
AB199896	GO:0005840~ribosome
XM_011422215	GO:0016021~integral component of membrane
XM_011422324	GO:0005634~nucleus
XM_011422353	GO:0005622~intracellular
AJ563478	GO:0005840~ribosome
XM_011422560	GO:0005840~ribosome
XM_011422578	GO:0030915~Smc5-Smc6 complex
XM_011422636	GO:0005667~transcription factor complex
XM_011422637	GO:0005667~transcription factor complex
XM_011423268	GO:0005730~nucleolus
XM_011424108	GO:0005737~cytoplasm
XM_011424863	GO:0005739~mitochondrion
XM_011424934	GO:0005622~intracellular
XM_011424937	GO:0005622~intracellular
XM_011422464	GO:0016021~integral component of membrane
XM_011422471	GO:0005634~nucleus
XM_011422503	GO:0005634~nucleus
XM_011422603	GO:0005634~nucleus
XM_011424199	GO:0016020~membrane
XM_011425222	GO:0005622~intracellular
XM_011423364	GO:0016021~integral component of membrane
NM_001308844	GO:0016021~integral component of membrane
XM_011423636	GO:0016021~integral component of membrane
XM_011423650	GO:0005634~nucleus
XM_011423864	GO:0016021~integral component of membrane
XM_011424059	GO:0016021~integral component of membrane
XM_011424201	GO:0016021~integral component of membrane
XM_011424482	GO:0016021~integral component of membrane
XM_011424632	GO:0016021~integral component of membrane
XM_011424625	GO:0016021~integral component of membrane
XM_011424712	GO:0016021~integral component of membrane
NM_001305349	GO:0016021~integral component of membrane
XM_011424918	GO:0016021~integral component of membrane
XM_011424936	GO:0016020~membrane
XM_011425149	GO:0000139~Golgi membrane
XM_011425153	GO:0005901~caveola
XM_011425222	GO:0016020~membrane
XM_011425494	GO:0016021~integral component of membrane
KC700620	GO:0016021~integral component of membrane
XM_011425490	GO:0005622~intracellular
XM_011426542	GO:0005622~intracellular
NM_001305288	GO:0005576~extracellular region
JQ613282	GO:0005576~extracellular region
JQ619625	GO:0005576~extracellular region
XM_011426730	GO:0005739~mitochondrion
XM_011425533	GO:0016272~prefoldin complex
NM_001308842	GO:0016021~integral component of membrane
XM_011425626	GO:0016021~integral component of membrane
XM_011425889	GO:0005634~nucleus
XM_011425926	GO:0005737~cytoplasm
XM_011426080	GO:0016021~integral component of membrane
XM_011426083	GO:0016021~integral component of membrane
XM_011426236	GO:0016021~integral component of membrane
XM_011426268	GO:0016021~integral component of membrane
XM_011426300	GO:0016021~integral component of membrane
EU108719	GO:0005840~ribosome
XM_011426522	GO:0016021~integral component of membrane
XM_011426537	GO:0016021~integral component of membrane
XM_011426542	GO:0016020~membrane
XM_011426606	GO:0016021~integral component of membrane
XM_011426682	GO:0005737~cytoplasm
XM_011427164	GO:0005737~cytoplasm
XM_011427934	GO:0005634~nucleus
XM_011429526	GO:0005622~intracellular
XM_011429711	GO:0016021~integral component of membrane
XM_011426788	GO:0005732~small nucleolar ribonucleoprotein complex
XM_011426814	GO:0005622~intracellular
XM_011426957	GO:0016021~integral component of membrane
XM_011427731	GO:0005886~plasma membrane
XM_011427744	GO:0005622~intracellular
XM_011427836	GO:0005634~nucleus
XM_011427952	GO:0016021~integral component of membrane
XM_011427997	GO:0016021~integral component of membrane
XM_011428033	GO:0016021~integral component of membrane
XM_011428063	GO:0005623~cell
XM_011428221	GO:0005737~cytoplasm
XM_011428365	GO:0016021~integral component of membrane
XM_011428544	GO:0005622~intracellular
XM_011428558	GO:0005634~nucleus
XM_011428619	GO:0016021~integral component of membrane
XM_011428731	GO:0005634~nucleus
KC700617	GO:0016021~integral component of membrane
XM_011428959	GO:0016592~mediator complex
XM_011429370	GO:0016020~membrane
XM_011429988	GO:0005634~nucleus
XM_011429981	GO:0005634~nucleus
XM_011429982	GO:0005634~nucleus
AB794884	GO:0016021~integral component of membrane
XM_011430126	GO:0005930~axoneme
XM_011430200	GO:0005788~endoplasmic reticulum lumen
XM_011430392	GO:0016021~integral component of membrane
XM_011430746	GO:0000502~proteasome complex
XM_011431288	GO:0005891~voltage-gated calcium channel complex
XM_011431423	GO:0016021~integral component of membrane
XM_011431437	GO:0016021~integral component of membrane
EF627979	GO:0016021~integral component of membrane
XM_011431564	GO:0016021~integral component of membrane
XM_011431706	GO:0016021~integral component of membrane
XM_011431717	GO:0005840~ribosome
AJ890150	GO:0016021~integral component of membrane
AM904566	GO:0016021~integral component of membrane
XM_011432077	GO:0005952~cAMP-dependent protein kinase complex
XM_011432075	GO:0005952~cAMP-dependent protein kinase complex
XM_011432233	GO:0005634~nucleus
XM_011432757	GO:0005622~intracellular
XM_011433962	GO:0005737~cytoplasm
XM_011432556	GO:0016021~integral component of membrane
XM_011432565	GO:0016021~integral component of membrane
XM_011432554	GO:0016021~integral component of membrane
XM_011432781	GO:0005634~nucleus
XM_011432963	GO:0005622~intracellular
AJ563460	GO:0005737~cytoplasm
XM_011433184	GO:0016021~integral component of membrane
XM_011433277	GO:0005634~nucleus
XM_011433511	GO:0016021~integral component of membrane
XM_011433536	GO:0016021~integral component of membrane
XM_011433811	GO:0000786~nucleosome
XM_011434032	GO:0016021~integral component of membrane
XM_011434207	GO:0016021~integral component of membrane
XM_011434341	GO:0016021~integral component of membrane
XM_011434355	GO:0005680~anaphase-promoting complex
XM_011434433	GO:0005654~nucleoplasm
XM_011434476	GO:0016021~integral component of membrane
XM_011434563	GO:0016021~integral component of membrane
XM_011434586	GO:0016021~integral component of membrane
XM_011434635	GO:0016021~integral component of membrane
XM_011434713	GO:0005623~cell
XM_011434796	GO:0016021~integral component of membrane
XM_011434952	GO:0016021~integral component of membrane
XM_011434991	GO:0016021~integral component of membrane
XM_011435072	GO:0016021~integral component of membrane
XM_011435166	GO:0005760~gamma DNA polymerase complex
XM_011435458	GO:0005622~intracellular
XM_011435457	GO:0005622~intracellular
XM_011436088	GO:0005634~nucleus
XM_011436179	GO:0005869~dynactin complex
XM_011436588	GO:0005622~intracellular
XM_011436826	GO:0005634~nucleus
XM_011437273	GO:0005622~intracellular
XR_901055	GO:0005622~intracellular
XM_011438261	GO:0005643~nuclear pore
XM_011435233	GO:0019013~viral nucleocapsid
XM_011435260	GO:0005834~heterotrimeric G-protein complex
XM_011435349	GO:0005634~nucleus
XM_011435483	GO:0016021~integral component of membrane
XM_011435487	GO:0016021~integral component of membrane
XM_011435583	GO:0005887~integral component of plasma membrane
XM_011435609	GO:0005634~nucleus
XM_011435670	GO:0016021~integral component of membrane
XM_011436353	GO:0005634~nucleus
XM_011436351	GO:0005634~nucleus
XM_011436470	GO:0005890~sodium:potassium-exchanging ATPase complex
XM_011436525	GO:0030991~intraciliary transport particle A
XM_011436617	GO:0008623~CHRAC
XM_011436684	GO:0016021~integral component of membrane
XM_011436977	GO:0016021~integral component of membrane
XM_011437162	GO:0005789~endoplasmic reticulum membrane
XM_011437259	GO:0005634~nucleus
XM_011437627	GO:0019013~viral nucleocapsid
XM_011437652	GO:0016021~integral component of membrane
XM_011437718	GO:0000139~Golgi membrane
XM_011437860	GO:0016021~integral component of membrane
XM_011437863	GO:0016021~integral component of membrane
XM_011437861	GO:0016021~integral component of membrane
XM_011437880	GO:0016021~integral component of membrane
XM_011438051	GO:0016021~integral component of membrane
XM_011438052	GO:0016021~integral component of membrane
XM_011438055	GO:0016021~integral component of membrane
XM_011438083	GO:0016021~integral component of membrane
XM_011438225	GO:0016021~integral component of membrane
XM_011438306	GO:0016021~integral component of membrane
XM_011438388	GO:0016021~integral component of membrane
XM_011438519	GO:0005622~intracellular
XM_011438653	GO:0005886~plasma membrane
XM_011438663	GO:0030136~clathrin-coated vesicle
XM_011438662	GO:0005768~endosome
XM_011438773	GO:0005856~cytoskeleton
AJ563464	GO:0005840~ribosome
XM_011440036	GO:0016021~integral component of membrane
XM_011439393	GO:0005634~nucleus
XM_011439109	GO:0016021~integral component of membrane
XM_011439469	GO:0005622~intracellular
XM_011439468	GO:0005622~intracellular
XM_011439481	GO:0005634~nucleus
XM_011440116	GO:0005802~trans-Golgi network
XM_011440134	GO:0016021~integral component of membrane
XM_011440152	GO:0005634~nucleus
XM_011440175	GO:0005634~nucleus
XM_011440246	GO:0031012~extracellular matrix
XM_011440263	GO:0005789~endoplasmic reticulum membrane
XM_011440474	GO:0016021~integral component of membrane
XM_011440760	GO:0005622~intracellular
XM_011440795	GO:0016021~integral component of membrane
XM_011440948	GO:0005874~microtubule
XM_011442462	GO:0016459~myosin complex
XM_011442942	GO:0005667~transcription factor complex
XM_011442944	GO:0005737~cytoplasm
XM_011443314	GO:0005622~intracellular
XM_011443505	GO:0005921~gap junction
XM_011443512	GO:0005921~gap junction
XM_011443584	GO:0005730~nucleolus
XM_011443768	GO:0005874~microtubule
XM_011440497	GO:0005886~plasma membrane
XM_011441297	GO:0016021~integral component of membrane
XM_011441359	GO:0016021~integral component of membrane
NM_001305333	GO:0005783~endoplasmic reticulum
XM_011441619	GO:0005856~cytoskeleton
XM_011441884	GO:0016021~integral component of membrane
XM_011442093	GO:0005634~nucleus
XM_011442190	GO:0016021~integral component of membrane
XM_011442245	GO:0000139~Golgi membrane
XM_011442246	GO:0000139~Golgi membrane
XM_011442273	GO:0005622~intracellular
XM_011442723	GO:0005634~nucleus
XM_011442839	GO:0016021~integral component of membrane
XM_011442838	GO:0016021~integral component of membrane
XM_011442884	GO:0005634~nucleus
XM_011442942	GO:0005634~nucleus
XM_011442943	GO:0005634~nucleus
XM_011443103	GO:0016021~integral component of membrane
XM_011443511	GO:0016021~integral component of membrane
XM_011443587	GO:0005886~plasma membrane
XM_011443588	GO:0005886~plasma membrane
XM_011443603	GO:0016021~integral component of membrane
XM_011443644	GO:0016021~integral component of membrane
XM_011443731	GO:0016021~integral component of membrane
XM_011443992	GO:0016021~integral component of membrane
XM_011443991	GO:0016021~integral component of membrane
XM_011443996	GO:0016021~integral component of membrane
XM_011444020	GO:0005737~cytoplasm
XM_011444092	GO:0016021~integral component of membrane
XM_011444093	GO:0016021~integral component of membrane
XM_011444359	GO:0016607~nuclear speck
XM_011444475	GO:0016021~integral component of membrane
XM_011444927	GO:0016021~integral component of membrane
XM_011444972	GO:0016021~integral component of membrane
XM_011445094	GO:0016021~integral component of membrane
XM_011445161	GO:0005737~cytoplasm
XM_011445890	GO:0005840~ribosome
XM_011445906	GO:0005622~intracellular
NM_001308859	GO:0005856~cytoskeleton
FJ669291	GO:0005856~cytoskeleton
XM_011446898	GO:0005622~intracellular
XM_011447681	GO:0016592~mediator complex
EU152950	GO:0005840~ribosome
XM_011445281	GO:0045335~phagocytic vesicle
XM_011445323	GO:0016021~integral component of membrane
XM_011445341	GO:0005901~caveola
XM_011445539	GO:0005887~integral component of plasma membrane
XM_011445540	GO:0005887~integral component of plasma membrane
XM_011445692	GO:0016021~integral component of membrane
XM_011445780	GO:0016021~integral component of membrane
XM_011445781	GO:0016021~integral component of membrane
XM_011445879	GO:0034464~BBSome
XM_011446017	GO:0005634~nucleus
XM_011446260	GO:0016021~integral component of membrane
XM_011446290	GO:0016021~integral component of membrane
XM_011446434	GO:0031515~tRNA (m1A) methyltransferase complex
XM_011446475	GO:0005634~nucleus
XM_011446667	GO:0016021~integral component of membrane
XM_011447064	GO:0016021~integral component of membrane
XM_011447073	GO:0016021~integral component of membrane
XM_011447412	GO:0016021~integral component of membrane
XM_011447406	GO:0005783~endoplasmic reticulum
XM_011447675	GO:0016021~integral component of membrane
XM_011447676	GO:0000139~Golgi membrane
XM_011447800	GO:0016021~integral component of membrane
XM_011447946	GO:0016602~CCAAT-binding factor complex
XM_011447979	GO:0016021~integral component of membrane
XM_011448036	GO:0016021~integral component of membrane
XM_011448498	GO:0016021~integral component of membrane
XM_011448692	GO:0005622~intracellular
XM_011448812	GO:0005622~intracellular
FJ347724	GO:0005737~cytoplasm
FJ347729	GO:0005737~cytoplasm
NM_001305352	GO:0005840~ribosome
XM_011448538	GO:0005634~nucleus
XM_011449062	GO:0016021~integral component of membrane
XM_011449118	GO:0005576~extracellular region
XM_011449482	GO:0005789~endoplasmic reticulum membrane
XM_011449773	GO:0016021~integral component of membrane
XR_902615	GO:0005634~nucleus
XM_011449988	GO:0005622~intracellular
XM_011450240	GO:0005874~microtubule
XM_011450460	GO:0005622~intracellular
XM_011451564	GO:0005622~intracellular
XM_011451565	GO:0005622~intracellular
XM_011451756	GO:0005840~ribosome
XM_011452031	GO:0016021~integral component of membrane
XM_011452365	GO:0030054~cell junction
XM_011449985	GO:0030008~TRAPP complex
XM_011450117	GO:0005853~eukaryotic translation elongation factor 1 complex
XM_011450372	GO:0016021~integral component of membrane
XM_011450374	GO:0016021~integral component of membrane
NM_001308861	GO:0015629~actin cytoskeleton
XM_011450662	GO:0016021~integral component of membrane
XM_011450667	GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)
XM_011451087	GO:0005643~nuclear pore
XM_011451120	GO:0016021~integral component of membrane
XM_011451242	GO:0005634~nucleus
XM_011451300	GO:0016021~integral component of membrane
XM_011451468	GO:0016021~integral component of membrane
XM_011451592	GO:0005737~cytoplasm
XM_011451747	GO:0016021~integral component of membrane
XM_011452030	GO:0030131~clathrin adaptor complex
XM_011452029	GO:0016021~integral component of membrane
XM_011452036	GO:0030054~cell junction
XM_011452042	GO:0016021~integral component of membrane
XM_011452072	GO:0005856~cytoskeleton
XM_011452097	GO:0016021~integral component of membrane
XM_011452215	GO:0005622~intracellular
NM_001305378	GO:0016021~integral component of membrane
XM_011452553	GO:0016021~integral component of membrane
XM_011453114	GO:0005634~nucleus
XM_011453230	GO:0005634~nucleus
XM_011453244	GO:0016021~integral component of membrane
XM_011453285	GO:0042555~MCM complex
XM_011453346	GO:0016021~integral component of membrane
XM_011453582	GO:0005622~intracellular
XM_011453773	GO:0005622~intracellular
AY551099	GO:0016471~vacuolar proton-transporting V-type ATPase complex
XM_011453383	GO:0016021~integral component of membrane
XM_011453501	GO:0005634~nucleus
XM_011453618	GO:0016021~integral component of membrane
XM_011453723	GO:0005622~intracellular
XM_011454062	GO:0016021~integral component of membrane
XM_011454111	GO:0016021~integral component of membrane
FJ872817	GO:0070469~respiratory chain
XM_011454137	GO:0016021~integral component of membrane
XM_011454659	GO:0005622~intracellular
XM_011454767	GO:0005622~intracellular
XM_011454970	GO:0005667~transcription factor complex
XM_011455457	GO:0005737~cytoplasm
XM_011455732	GO:0005622~intracellular
XM_011456134	GO:0005622~intracellular
XM_011456053	GO:0005622~intracellular
XM_011456273	GO:0005634~nucleus
XM_011454297	GO:0016021~integral component of membrane
XM_011454426	GO:0016021~integral component of membrane
XM_011454547	GO:0005622~intracellular
XM_011454771	GO:0005634~nucleus
XM_011454849	GO:0016021~integral component of membrane
XM_011454937	GO:0016021~integral component of membrane
XM_011454970	GO:0005634~nucleus
XM_011454969	GO:0005634~nucleus
XM_011454994	GO:0016021~integral component of membrane
XM_011455142	GO:0016021~integral component of membrane
XM_011455371	GO:0005623~cell
XM_011455372	GO:0005623~cell
XM_011455429	GO:0016021~integral component of membrane
XM_011456458	GO:0005634~nucleus
XM_011455592	GO:0005737~cytoplasm
XM_011455768	GO:0005874~microtubule
XM_011455767	GO:0005874~microtubule
XM_011455873	GO:0005623~cell
XM_011455917	GO:0005737~cytoplasm
XM_011455981	GO:0019013~viral nucleocapsid
XM_011456014	GO:0016021~integral component of membrane
XM_011456099	GO:0000786~nucleosome
XM_011456173	GO:0005578~proteinaceous extracellular matrix
XM_011456235	GO:0016021~integral component of membrane
XM_011456379	GO:0005634~nucleus
XM_011456721	GO:0005737~cytoplasm
XM_011456868	GO:0016021~integral component of membrane
NM_001305367	GO:0005840~ribosome
AB199894	GO:0015935~small ribosomal subunit
XM_011457218	GO:0016021~integral component of membrane
XM_011457234	GO:0016021~integral component of membrane
XM_011457246	GO:0005634~nucleus
XM_011457488	GO:0016021~integral component of membrane
XM_011457778	GO:0005634~nucleus
XM_011457946	GO:0016021~integral component of membrane
XM_011457869	GO:0005634~nucleus
XM_011457941	GO:0016021~integral component of membrane
XM_011457947	GO:0016021~integral component of membrane
XM_011457991	GO:0016021~integral component of membrane
XM_011458030	GO:0005634~nucleus
XM_011458052	GO:0016021~integral component of membrane
XM_011458106	GO:0005622~intracellular
